Time,Idc_bat_Discharge,Vdc_bat_Discharge
2995,502.91876,358.08112
2995.5,502.9108,358.07977
2996,502.9172,358.07834
2996.5,502.8866,358.07712
2997,502.89355,358.07565
2997.5,502.90765,358.07413
2998,502.9288,358.0726
2998.5,502.92664,358.0712
2999,502.91278,358.0699
2999.5,502.85907,358.06882
3000,502.8289,358.0676
3000.5,502.83908,358.0661
3001,502.8331,358.06473
3001.5,502.83682,358.0633
3002,502.82138,358.06198
3002.5,502.7995,358.0607
3003,502.76294,358.0595
3003.5,502.74744,358.0582
3004,502.7245,358.05692
3004.5,502.70132,358.05566
3005,502.6982,358.05426
3005.5,502.69778,358.05283
3006,502.70746,358.05133
3006.5,502.73196,358.04974
3007,502.7348,358.0483
3007.5,502.74454,358.0468
3008,502.71506,358.0456
3008.5,502.70728,358.04422
3009,502.72052,358.0427
3009.5,502.71222,358.04135
3010,502.6931,358.04004
3010.5,502.74756,358.0383
3011,502.77762,358.03668
3011.5,502.7713,358.0353
3012,502.78244,358.0338
3012.5,502.8058,358.03226
3013,502.78326,358.03094
3013.5,502.78122,358.02954
3014,502.78928,358.02805
3014.5,502.78375,358.02664
3015,502.77158,358.0253
3015.5,502.75458,358.024
3016,502.76648,358.02246
3016.5,502.7807,358.0209
3017,502.77332,358.01953
3017.5,502.78732,358.01797
3018,502.7754,358.01663
3018.5,502.7802,358.01517
3019,502.7953,358.0136
3019.5,502.78415,358.01224
3020,502.76852,358.0109
3020.5,502.74817,358.00958
3021,502.78113,358.00797
3021.5,502.7895,358.00647
3022,502.80844,358.0049
3022.5,502.82812,358.00336
3023,502.821,358.00195
3023.5,502.84225,358.00037
3024,502.83282,357.999
3024.5,502.82632,357.99762
3025,502.8085,357.9963
3025.5,502.80508,357.99487
3026,502.80368,357.99344
3026.5,502.80237,357.99203
3027,502.80106,357.9906
3027.5,502.82886,357.98895
3028,502.8371,357.9875
3028.5,502.81497,357.98618
3029,502.81805,357.98474
3029.5,502.83527,357.9832
3030,502.83307,357.98175
3030.5,502.83344,357.98035
3031,502.81046,357.97903
3031.5,502.81982,357.97757
3032,502.8171,357.97614
3032.5,502.81573,357.9747
3033,502.8031,357.97336
3033.5,502.83835,357.9717
3034,502.8357,357.97028
3034.5,502.8413,357.96878
3035,502.79987,357.96762
3035.5,502.7966,357.9662
3036,502.77945,357.96487
3036.5,502.7722,357.9635
3037,502.7881,357.96194
3037.5,502.80994,357.96036
3038,502.80936,357.9589
3038.5,502.8157,357.9574
3039,502.82874,357.95587
3039.5,502.8327,357.95438
3040,502.85727,357.9528
3040.5,502.85715,357.95132
3041,502.86346,357.94983
3041.5,502.83496,357.94855
3042,502.82983,357.9471
3042.5,502.84888,357.94553
3043,502.87347,357.9439
3043.5,502.898,357.94226
3044,502.9101,357.9407
3044.5,502.90997,357.93927
3045,502.90866,357.9378
3045.5,502.8874,357.9365
3046,502.89682,357.93497
3046.5,502.8917,357.93353
3047,502.87933,357.93237
3047.5,502.8438,357.93112
3048,502.8668,357.9295
3048.5,502.8463,357.9282
3049,502.8458,357.92673
3049.5,502.85696,357.9252
3050,502.8467,357.9238
3050.5,502.84982,357.92233
3051,502.85678,357.92084
3051.5,502.85672,357.91937
3052,502.85434,357.91794
3052.5,502.85376,357.91647
3053,502.82208,357.91525
3053.5,502.78323,357.914
3054,502.80728,357.91238
3054.5,502.8089,357.91095
3055,502.76257,357.9098
3055.5,502.74158,357.90845
3056,502.73373,357.90704
3056.5,502.73227,357.90558
3057,502.7241,357.90417
3057.5,502.70605,357.90283
3058,502.66327,357.90167
3058.5,502.68115,357.9001
3059,502.65924,357.89877
3059.5,502.67825,357.89716
3060,502.68204,357.8957
3060.5,502.65677,357.89438
3061,502.6484,357.89294
3061.5,502.63968,357.89154
3062,502.65555,357.88995
3062.5,502.6625,357.88846
3063,502.66296,357.887
3063.5,502.66168,357.8855
3064,502.67844,357.8839
3064.5,502.7058,357.88226
3065,502.71716,357.8807
3065.5,502.7525,357.879
3066,502.76505,357.8774
3066.5,502.7641,357.87595
3067,502.7374,357.87463
3067.5,502.73532,357.87317
3068,502.7546,357.87158
3068.5,502.73074,357.87024
3069,502.73642,357.86874
3069.5,502.76602,357.86707
3070,502.74988,357.86566
3070.5,502.72504,357.86435
3071,502.72794,357.86285
3071.5,502.7544,357.86118
3072,502.75073,357.8597
3072.5,502.74207,357.85828
3073,502.74054,357.8568
3073.5,502.74814,357.8553
3074,502.74387,357.85382
3074.5,502.7312,357.85242
3075,502.70935,357.8511
3075.5,502.7095,357.8496
3076,502.7227,357.84805
3076.5,502.75052,357.84637
3077,502.78326,357.84467
3077.5,502.77194,357.84326
3078,502.74875,357.84195
3078.5,502.73676,357.84055
3079,502.73346,357.83908
3079.5,502.73438,357.8376
3080,502.7468,357.83603
3080.5,502.7484,357.83453
3081,502.7472,357.83307
3081.5,502.74585,357.8316
3082,502.76373,357.83
3082.5,502.7828,357.8284
3083,502.76163,357.82703
3083.5,502.77277,357.8255
3084,502.77173,357.82404
3084.5,502.76016,357.82263
3085,502.74768,357.82123
3085.5,502.75095,357.81973
3086,502.73184,357.8184
3086.5,502.70966,357.81705
3087,502.69678,357.81567
3087.5,502.70157,357.81415
3088,502.71063,357.8126
3088.5,502.7096,357.81107
3089,502.72098,357.80948
3089.5,502.71927,357.80798
3090,502.71292,357.80652
3090.5,502.71143,357.80502
3091,502.73022,357.80338
3091.5,502.7362,357.80185
3092,502.73306,357.80035
3092.5,502.7263,357.79892
3093,502.7516,357.79724
3093.5,502.7877,357.7955
3094,502.78693,357.794
3094.5,502.77988,357.79254
3095,502.7865,357.791
3095.5,502.80066,357.7894
3096,502.80438,357.78787
3096.5,502.83765,357.78613
3097,502.83926,357.7846
3097.5,502.84332,357.78308
3098,502.84286,357.7816
3098.5,502.82498,357.78018
3099,502.80957,357.77878
3099.5,502.8359,357.7771
3100,502.84402,357.77554
3100.5,502.84042,357.77402
3101,502.8211,357.77264
3101.5,502.77997,357.77142
3102,502.80728,357.76974
3102.5,502.7851,357.76855
3103,502.78494,357.76706
3103.5,502.77658,357.7656
3104,502.77505,357.7641
3104.5,502.79022,357.76248
3105,502.80762,357.76086
3105.5,502.80646,357.7594
3106,502.76868,357.75812
3106.5,502.78406,357.75653
3107,502.75076,357.75525
3107.5,502.66467,357.7543
3108,502.6347,357.753
3108.5,502.6312,357.7515
3109,502.6506,357.74985
3109.5,502.65448,357.74832
3110,502.6533,357.74683
3110.5,502.66428,357.74527
3111,502.6634,357.74374
3111.5,502.6838,357.74213
3112,502.6547,357.74078
3112.5,502.65054,357.73932
3113,502.64325,357.73782
3113.5,502.59872,357.73657
3114,502.59598,357.73505
3114.5,502.58508,357.7336
3115,502.59625,357.732
3115.5,502.61902,357.73032
3116,502.59705,357.7289
3116.5,502.61404,357.72726
3117,502.64694,357.72552
3117.5,502.6503,357.72397
3118,502.64908,357.72244
3118.5,502.6477,357.72092
3119,502.64633,357.7194
3119.5,502.64496,357.71786
3120,502.6562,357.71625
3120.5,502.6461,357.7148
3121,502.6761,357.71307
3121.5,502.67758,357.71155
3122,502.73062,357.70966
3122.5,502.74503,357.70804
3123,502.71054,357.70673
3123.5,502.6959,357.7053
3124,502.67932,357.7039
3124.5,502.69183,357.70224
3125,502.69168,357.7007
3125.5,502.69028,357.6992
3126,502.6923,357.69763
3126.5,502.6913,357.69614
3127,502.68854,357.6946
3127.5,502.68713,357.69308
3128,502.68243,357.6916
3128.5,502.68735,357.69003
3129,502.69495,357.68845
3129.5,502.70444,357.68686
3130,502.70474,357.6853
3130.5,502.7018,357.6838
3131,502.6399,357.68268
3131.5,502.6456,357.6811
3132,502.6546,357.6795
3132.5,502.65375,357.67798
3133,502.66953,357.67636
3133.5,502.67435,357.6748
3134,502.67316,357.67328
3134.5,502.67178,357.67175
3135,502.69043,357.6701
3135.5,502.66843,357.6687
3136,502.67322,357.66714
3136.5,502.6872,357.66553
3137,502.70447,357.66388
3137.5,502.72244,357.66226
3138,502.70703,357.6608
3138.5,502.67563,357.65945
3139,502.68225,357.65787
3139.5,502.66336,357.65643
3140,502.63287,357.65506
3140.5,502.62225,357.6536
3141,502.62717,357.652
3141.5,502.635,357.6504
3142,502.63135,357.64886
3142.5,502.61224,357.64743
3143,502.59692,357.64597
3143.5,502.60547,357.64435
3144,502.60468,357.6428
3144.5,502.62448,357.6411
3145,502.6635,357.6393
3145.5,502.65137,357.63782
3146,502.66977,357.63614
3146.5,502.67432,357.63455
3147,502.69647,357.63287
3147.5,502.7156,357.6312
3148,502.72226,357.62958
3148.5,502.71906,357.62805
3149,502.74307,357.62634
3149.5,502.76688,357.6246
3150,502.74902,357.62317
3150.5,502.7524,357.6216
3151,502.74136,357.62012
3151.5,502.74448,357.61856
3152,502.734,357.61707
3152.5,502.7628,357.6153
3153,502.7865,357.6136
3153.5,502.75156,357.61224
3154,502.736,357.6108
3154.5,502.7351,357.60925
3155,502.7369,357.60767
3155.5,502.7226,357.6062
3156,502.7459,357.60452
3156.5,502.74255,357.60297
3157,502.74225,357.6014
3157.5,502.7428,357.59985
3158,502.74524,357.59848
3158.5,502.71817,357.59708
3159,502.70227,357.5956
3159.5,502.66492,357.5943
3160,502.642,357.59293
3160.5,502.6267,357.59143
3161,502.61554,357.58997
3161.5,502.59973,357.5885
3162,502.54785,357.5873
3162.5,502.53757,357.58582
3163,502.55048,357.58414
3163.5,502.54947,357.58258
3164,502.57803,357.5808
3164.5,502.60138,357.57907
3165,502.61255,357.5774
3165.5,502.61154,357.5758
3166,502.59735,357.5743
3166.5,502.57178,357.57288
3167,502.56015,357.57138
3167.5,502.5587,357.56982
3168,502.5483,357.5683
3168.5,502.55832,357.56665
3169,502.5797,357.56494
3169.5,502.58395,357.56332
3170,502.59787,357.56165
3170.5,502.59647,357.56006
3171,502.5805,357.55856
3171.5,502.577,357.557
3172,502.57553,357.55542
3172.5,502.57413,357.55386
3173,502.56488,357.55234
3173.5,502.55927,357.55078
3174,502.57712,357.54907
3174.5,502.616,357.54724
3175,502.6209,357.54562
3175.5,502.60773,357.54416
3176,502.6287,357.54242
3176.5,502.63916,357.54077
3177,502.64038,357.53918
3177.5,502.64938,357.5375
3178,502.63303,357.53604
3178.5,502.64734,357.53436
3179,502.65985,357.53268
3179.5,502.64407,357.53122
3180,502.63828,357.52966
3180.5,502.63672,357.5281
3181,502.61737,357.52664
3181.5,502.65213,357.5248
3182,502.65878,357.5232
3182.5,502.62985,357.5218
3183,502.64157,357.52014
3183.5,502.65125,357.51852
3184,502.6024,357.51724
3184.5,502.5902,357.51572
3185,502.58597,357.51416
3185.5,502.59216,357.51254
3186,502.59103,357.511
3186.5,502.60574,357.5093
3187,502.58276,357.50784
3187.5,502.5728,357.50635
3188,502.58408,357.50467
3188.5,502.60248,357.50293
3189,502.60834,357.50128
3189.5,502.61093,357.49966
3190,502.6081,357.49805
3190.5,502.57974,357.49664
3191,502.56064,357.49515
3191.5,502.60565,357.49326
3192,502.59714,357.4917
3192.5,502.5528,357.4904
3193,502.57968,357.48862
3193.5,502.57935,357.487
3194,502.56668,357.48547
3194.5,502.55334,357.48395
3195,502.5711,357.4822
3195.5,502.56372,357.48068
3196,502.5698,357.47903
3196.5,502.55692,357.47748
3197,502.5421,357.47598
3197.5,502.5519,357.4743
3198,502.54358,357.47275
3198.5,502.55133,357.47107
3199,502.55493,357.46942
3199.5,502.57062,357.4677
3200,502.58676,357.466
3200.5,502.62735,357.46414
3201,502.6413,357.46243
3201.5,502.66818,357.46063
3202,502.67703,357.45895
3202.5,502.68692,357.4573
3203,502.69534,357.45563
3203.5,502.65448,357.45428
3204,502.64902,357.45273
3204.5,502.65396,357.45108
3205,502.66995,357.44934
3205.5,502.64807,357.44788
3206,502.65152,357.44626
3206.5,502.64758,357.44467
3207,502.66977,357.4429
3207.5,502.67075,357.44128
3208,502.66898,357.4397
3208.5,502.6984,357.4379
3209,502.69302,357.4363
3209.5,502.6842,357.43475
3210,502.66394,357.43326
3210.5,502.66565,357.43164
3211,502.6649,357.43002
3211.5,502.6746,357.42834
3212,502.59915,357.42722
3212.5,502.56732,357.4258
3213,502.56244,357.4242
3213.5,502.544,357.42285
3214,502.54694,357.4212
3214.5,502.52966,357.41968
3215,502.5399,357.418
3215.5,502.5284,357.41644
3216,502.51202,357.4149
3216.5,502.50122,357.41333
3217,502.5,357.4117
3217.5,502.50812,357.41
3218,502.49976,357.40842
3218.5,502.49625,357.4068
3219,502.47766,357.40527
3219.5,502.49112,357.40353
3220,502.5037,357.4018
3220.5,502.49945,357.40018
3221,502.51398,357.39844
3221.5,502.52856,357.3967
3222,502.53146,357.39505
3222.5,502.54117,357.39337
3223,502.54788,357.3917
3223.5,502.5398,357.3901
3224,502.5236,357.38855
3224.5,502.5272,357.3869
3225,502.5358,357.3852
3225.5,502.5084,357.3837
3226,502.50208,357.3821
3226.5,502.5301,357.38028
3227,502.5354,357.3786
3227.5,502.54062,357.37692
3228,502.53018,357.37537
3228.5,502.53186,357.37372
3229,502.51935,357.37216
3229.5,502.50836,357.37057
3230,502.50897,357.36893
3230.5,502.5164,357.36722
3231,502.5639,357.3653
3231.5,502.6132,357.36334
3232,502.6241,357.36163
3232.5,502.59265,357.3602
3233,502.5721,357.35867
3233.5,502.56836,357.35706
3234,502.58636,357.3553
3234.5,502.60452,357.35355
3235,502.61526,357.3518
3235.5,502.59717,357.35028
3236,502.5926,357.3487
3236.5,502.5767,357.34717
3237,502.53665,357.34576
3237.5,502.5341,357.34415
3238,502.52347,357.34253
3238.5,502.51477,357.34094
3239,502.51468,357.33926
3239.5,502.5059,357.33765
3240,502.49182,357.3361
3240.5,502.50995,357.3343
3241,502.53024,357.3325
3241.5,502.53418,357.33078
3242,502.54123,357.32907
3242.5,502.53943,357.32742
3243,502.49368,357.32602
3243.5,502.4736,357.3245
3244,502.48868,357.32272
3244.5,502.47845,357.32114
3245,502.45956,357.31958
3245.5,502.45782,357.31793
3246,502.477,357.31613
3246.5,502.49286,357.31436
3247,502.49408,357.31268
3247.5,502.49625,357.311
3248,502.5023,357.3093
3248.5,502.50137,357.30765
3249,502.5112,357.3059
3249.5,502.49335,357.30438
3250,502.4883,357.30273
3250.5,502.4761,357.30115
3251,502.47824,357.29944
3251.5,502.51547,357.29752
3252,502.52423,357.29578
3252.5,502.5115,357.2942
3253,502.50546,357.29257
3253.5,502.51428,357.29083
3254,502.5486,357.28894
3254.5,502.5285,357.2874
3255,502.5427,357.28564
3255.5,502.5359,357.28403
3256,502.5696,357.28214
3256.5,502.5815,357.28036
3257,502.57654,357.27875
3257.5,502.57748,357.27704
3258,502.55615,357.2755
3258.5,502.54672,357.2739
3259,502.52628,357.27237
3259.5,502.5482,357.27057
3260,502.5605,357.2688
3260.5,502.55692,357.26718
3261,502.58517,357.2653
3261.5,502.6208,357.2634
3262,502.62076,357.26172
3262.5,502.59808,357.2602
3263,502.60507,357.25845
3263.5,502.61,357.2567
3264,502.57687,357.25522
3264.5,502.54184,357.25372
3265,502.49094,357.25235
3265.5,502.48035,357.25073
3266,502.46164,357.24915
3266.5,502.45996,357.24747
3267,502.4673,357.2457
3267.5,502.45703,357.24405
3268,502.45758,357.2423
3268.5,502.46298,357.2406
3269,502.46765,357.23886
3269.5,502.4536,357.23746
3270,502.47202,357.23566
3270.5,502.47382,357.23392
3271,502.46106,357.2323
3271.5,502.44153,357.23074
3272,502.4169,357.2292
3272.5,502.4116,357.22754
3273,502.4335,357.22568
3273.5,502.43283,357.22397
3274,502.42477,357.2223
3274.5,502.41937,357.22064
3275,502.42938,357.21887
3275.5,502.4332,357.21716
3276,502.4561,357.2153
3276.5,502.48325,357.2134
3277,502.4731,357.21176
3277.5,502.44913,357.21024
3278,502.42883,357.20865
3278.5,502.44244,357.20688
3279,502.44543,357.20514
3279.5,502.4532,357.2034
3280,502.47165,357.20157
3280.5,502.4684,357.1999
3281,502.46768,357.19818
3281.5,502.45544,357.19653
3282,502.4288,357.195
3282.5,502.4266,357.19333
3283,502.45047,357.19144
3283.5,502.45065,357.18973
3284,502.46463,357.18796
3284.5,502.4615,357.18628
3285,502.47858,357.18445
3285.5,502.50027,357.18262
3286,502.52533,357.18076
3286.5,502.54214,357.17896
3287,502.51434,357.1774
3287.5,502.52188,357.17563
3288,502.52402,357.1739
3288.5,502.52264,357.17218
3289,502.52786,357.1704
3289.5,502.50146,357.16885
3290,502.48868,357.1672
3290.5,502.4892,357.16547
3291,502.48694,357.16376
3291.5,502.48514,357.16202
3292,502.4528,357.1605
3292.5,502.43674,357.15884
3293,502.43195,357.15714
3293.5,502.44022,357.15536
3294,502.43903,357.15363
3294.5,502.45758,357.1518
3295,502.43613,357.15018
3295.5,502.42465,357.14853
3296,502.41064,357.14688
3296.5,502.42313,357.14508
3297,502.401,357.1435
3297.5,502.4036,357.14172
3298,502.39673,357.14005
3298.5,502.39484,357.13834
3299,502.37238,357.13675
3299.5,502.37347,357.13498
3300,502.39435,357.13312
3300.5,502.40875,357.1313
3301,502.4191,357.1295
3301.5,502.41373,357.1278
3302,502.43732,357.12592
3302.5,502.4428,357.12418
3303,502.4201,357.12256
3303.5,502.43298,357.12076
3304,502.43716,357.119
3304.5,502.44592,357.11716
3305,502.44302,357.11545
3305.5,502.45407,357.11365
3306,502.458,357.11188
3306.5,502.48407,357.11
3307,502.48947,357.10822
3307.5,502.50516,357.10638
3308,502.48584,357.10477
3308.5,502.4547,357.10324
3309,502.4351,357.10165
3309.5,502.44998,357.0998
3310,502.45682,357.098
3310.5,502.45383,357.09628
3311,502.45233,357.09454
3311.5,502.43097,357.09296
3312,502.44543,357.09113
3312.5,502.4633,357.08926
3313,502.4789,357.08737
3313.5,502.48477,357.08557
3314,502.5095,357.08365
3314.5,502.51053,357.08188
3315,502.50714,357.08014
3315.5,502.50107,357.0784
3316,502.4864,357.0767
3316.5,502.48166,357.07495
3317,502.4571,357.07333
3317.5,502.39636,357.07196
3318,502.40103,357.07016
3318.5,502.40268,357.0684
3319,502.39587,357.06668
3319.5,502.40402,357.06485
3320,502.3955,357.0631
3320.5,502.39175,357.06137
3321,502.3633,357.05978
3321.5,502.3612,357.058
3322,502.36578,357.0562
3322.5,502.39758,357.05423
3323,502.40985,357.0524
3323.5,502.42145,357.05054
3324,502.42578,357.04877
3324.5,502.39197,357.0474
3325,502.3904,357.04565
3325.5,502.38748,357.04388
3326,502.38608,357.04214
3326.5,502.37198,357.04047
3327,502.35443,357.0388
3327.5,502.356,357.03702
3328,502.34085,357.03534
3328.5,502.3829,357.0333
3329,502.37567,357.03156
3329.5,502.36127,357.02988
3330,502.35294,357.02817
3330.5,502.36813,357.0263
3331,502.36688,357.02454
3331.5,502.3468,357.0229
3332,502.39005,357.02084
3332.5,502.37582,357.01917
3333,502.37903,357.01736
3333.5,502.4144,357.01538
3334,502.40524,357.01367
3334.5,502.38147,357.01205
3335,502.3645,357.01038
3335.5,502.36035,357.0086
3336,502.36093,357.00684
3336.5,502.382,357.00494
3337,502.3898,357.0031
3337.5,502.3928,357.0013
3338,502.39142,356.9995
3338.5,502.39835,356.99765
3339,502.42,356.9957
3339.5,502.44302,356.99374
3340,502.4504,356.99188
3340.5,502.4532,356.99005
3341,502.4672,356.98816
3341.5,502.4513,356.98648
3342,502.43936,356.98474
3342.5,502.40512,356.98315
3343,502.41138,356.98132
3343.5,502.3964,356.9796
3344,502.37622,356.97794
3344.5,502.372,356.97617
3345,502.38168,356.9743
3345.5,502.38043,356.9725
3346,502.38855,356.97064
3346.5,502.3882,356.96884
3347,502.3947,356.96698
3347.5,502.37354,356.96533
3348,502.35873,356.96362
3348.5,502.33383,356.96198
3349,502.32883,356.9602
3349.5,502.31042,356.95853
3350,502.3128,356.9567
3350.5,502.30978,356.95493
3351,502.30075,356.9532
3351.5,502.29898,356.9514
3352,502.31143,356.9495
3352.5,502.3173,356.94766
3353,502.31616,356.94586
3353.5,502.30762,356.94412
3354,502.31857,356.94226
3354.5,502.30865,356.94052
3355,502.3284,356.9386
3355.5,502.36398,356.93655
3356,502.36972,356.9347
3356.5,502.35617,356.93298
3357,502.36728,356.9311
3357.5,502.3819,356.92917
3358,502.39166,356.92728
3358.5,502.40784,356.92538
3359,502.41476,356.92355
3359.5,502.40552,356.9218
3360,502.39288,356.9201
3360.5,502.40012,356.91824
3361,502.40875,356.91638
3361.5,502.41245,356.91455
3362,502.38315,356.91293
3362.5,502.3743,356.91116
3363,502.36996,356.90933
3363.5,502.31784,356.90784
3364,502.35843,356.90573
3364.5,502.34113,356.904
3365,502.33905,356.90216
3365.5,502.36035,356.90018
3366,502.3634,356.89832
3366.5,502.4279,356.89606
3367,502.42563,356.89423
3367.5,502.42795,356.89233
3368,502.41013,356.8906
3368.5,502.39154,356.8889
3369,502.3591,356.88724
3369.5,502.3428,356.8855
3370,502.30838,356.88388
3370.5,502.30032,356.88208
3371,502.28506,356.88037
3371.5,502.2803,356.87854
3372,502.29266,356.87662
3372.5,502.28934,356.8748
3373,502.28146,356.873
3373.5,502.3028,356.87103
3374,502.30936,356.8691
3374.5,502.31186,356.86725
3375,502.31717,356.8654
3375.5,502.3247,356.86346
3376,502.31424,356.8617
3376.5,502.3341,356.85974
3377,502.34296,356.85782
3377.5,502.3376,356.85602
3378,502.34262,356.85416
3378.5,502.34708,356.8523
3379,502.34128,356.8505
3379.5,502.33978,356.84866
3380,502.32724,356.84708
3380.5,502.28488,356.8455
3381,502.2686,356.84378
3381.5,502.31052,356.84167
3382,502.30722,356.83984
3382.5,502.3056,356.83798
3383,502.29245,356.83624
3383.5,502.30038,356.83435
3384,502.30023,356.8325
3384.5,502.30252,356.83063
3385,502.279,356.82895
3385.5,502.25793,356.82724
3386,502.26984,356.82532
3386.5,502.26886,356.8235
3387,502.25806,356.8217
3387.5,502.25867,356.81982
3388,502.2901,356.81775
3388.5,502.31665,356.81567
3389,502.3195,356.81378
3389.5,502.30396,356.81198
3390,502.30447,356.8101
3390.5,502.323,356.8081
3391,502.30276,356.80634
3391.5,502.31317,356.80438
3392,502.3138,356.8025
3392.5,502.3328,356.80048
3393,502.35013,356.79846
3393.5,502.371,356.79645
3394,502.37247,356.79456
3394.5,502.38245,356.79263
3395,502.3648,356.79086
3395.5,502.334,356.78915
3396,502.33044,356.78732
3396.5,502.31683,356.78552
3397,502.3193,356.78363
3397.5,502.29993,356.78186
3398,502.29044,356.78006
3398.5,502.30093,356.7781
3399,502.2983,356.7762
3399.5,502.29654,356.77435
3400,502.28766,356.77255
3400.5,502.2718,356.77078
3401,502.26932,356.76892
3401.5,502.2486,356.76715
3402,502.23764,356.76535
3402.5,502.2436,356.76343
3403,502.24722,356.7615
3403.5,502.25018,356.7596
3404,502.25626,356.75772
3404.5,502.25488,356.75583
3405,502.24075,356.75403
3405.5,502.23828,356.75217
3406,502.22812,356.75037
3406.5,502.23242,356.74844
3407,502.2277,356.74664
3407.5,502.26578,356.7445
3408,502.26443,356.74265
3408.5,502.25153,356.74084
3409,502.28784,356.7387
3409.5,502.30133,356.73672
3410,502.3189,356.73474
3410.5,502.31638,356.73285
3411,502.3066,356.73102
3411.5,502.33762,356.72894
3412,502.32837,356.72714
3412.5,502.3277,356.72525
3413,502.33334,356.7233
3413.5,502.33786,356.72134
3414,502.3384,356.7194
3414.5,502.33182,356.7175
3415,502.31366,356.71567
3415.5,502.29108,356.7139
3416,502.26242,356.7122
3416.5,502.27734,356.71014
3417,502.27957,356.70822
3417.5,502.224,356.70663
3418,502.2263,356.7047
3418.5,502.2674,356.7025
3419,502.286,356.70047
3419.5,502.32162,356.6983
3420,502.29688,356.69653
3420.5,502.29633,356.6946
3421,502.2857,356.69275
3421.5,502.2637,356.69095
3422,502.23737,356.6892
3422.5,502.23093,356.68732
3423,502.2084,356.68555
3423.5,502.20294,356.68365
3424,502.20245,356.68173
3424.5,502.20038,356.6798
3425,502.2019,356.6779
3425.5,502.20728,356.67593
3426,502.18442,356.67416
3426.5,502.1615,356.67236
3427,502.15744,356.67047
3427.5,502.19562,356.6683
3428,502.21545,356.66623
3428.5,502.22427,356.66425
3429,502.2617,356.66208
3429.5,502.2492,356.66022
3430,502.2655,356.6582
3430.5,502.2708,356.65625
3431,502.2676,356.65433
3431.5,502.26306,356.65247
3432,502.24088,356.6507
3432.5,502.2482,356.6487
3433,502.2459,356.6468
3433.5,502.2512,356.64484
3434,502.24875,356.6429
3434.5,502.2847,356.64075
3435,502.26694,356.63916
3435.5,502.2018,356.63766
3436,502.1992,356.63574
3436.5,502.19482,356.63385
3437,502.22415,356.63174
3437.5,502.2191,356.62985
3438,502.21225,356.62793
3438.5,502.194,356.62607
3439,502.19962,356.62405
3439.5,502.19305,356.6221
3440,502.18576,356.62018
3440.5,502.15747,356.6184
3441,502.17328,356.61633
3441.5,502.18604,356.6143
3442,502.191,356.61227
3442.5,502.22375,356.61008
3443,502.22543,356.60812
3443.5,502.2387,356.60605
3444,502.235,356.6041
3444.5,502.21075,356.6023
3445,502.20508,356.60034
3445.5,502.2518,356.59808
3446,502.2503,356.5961
3446.5,502.25845,356.5941
3447,502.2703,356.59207
3447.5,502.2738,356.59006
3448,502.22388,356.58844
3448.5,502.21875,356.5865
3449,502.21704,356.58453
3449.5,502.22113,356.58255
3450,502.2539,356.58035
3450.5,502.22446,356.57858
3451,502.20584,356.57672
3451.5,502.2234,356.57465
3452,502.2036,356.5728
3452.5,502.18787,356.57098
3453,502.17844,356.56906
3453.5,502.16623,356.5672
3454,502.1329,356.56543
3454.5,502.1396,356.56342
3455,502.15277,356.56137
3455.5,502.15845,356.5594
3456,502.15018,356.5575
3456.5,502.14816,356.55554
3457,502.14655,356.55356
3457.5,502.15027,356.55157
3458,502.14453,356.54965
3458.5,502.14194,356.54773
3459,502.16232,356.54562
3459.5,502.1861,356.54352
3460,502.1866,356.54153
3460.5,502.1796,356.5396
3461,502.16473,356.53775
3461.5,502.17267,356.53574
3462,502.1888,356.53366
3462.5,502.22144,356.53146
3463,502.2216,356.52945
3463.5,502.24295,356.52728
3464,502.24518,356.52527
3464.5,502.25598,356.5232
3465,502.25607,356.52118
3465.5,502.26584,356.51913
3466,502.2645,356.51712
3466.5,502.25476,356.51517
3467,502.23776,356.51324
3467.5,502.22787,356.51126
3468,502.23474,356.50922
3468.5,502.20895,356.5074
3469,502.2056,356.50537
3469.5,502.20248,356.5034
3470,502.1785,356.50153
3470.5,502.17413,356.49954
3471,502.16962,356.49756
3471.5,502.17557,356.49548
3472,502.1638,356.49356
3472.5,502.19943,356.4913
3473,502.20883,356.48923
3473.5,502.19308,356.4873
3474,502.19205,356.4853
3474.5,502.12854,356.48367
3475,502.1094,356.4818
3475.5,502.10703,356.4798
3476,502.07184,356.47803
3476.5,502.07648,356.47598
3477,502.091,356.4739
3477.5,502.10953,356.47174
3478,502.11478,356.4697
3478.5,502.11337,356.46768
3479,502.1028,356.46573
3479.5,502.10254,356.46375
3480,502.10165,356.46173
3480.5,502.1112,356.45966
3481,502.12128,356.45758
3481.5,502.11966,356.45557
3482,502.10046,356.45367
3482.5,502.0966,356.45166
3483,502.11722,356.44952
3483.5,502.15158,356.4473
3484,502.1606,356.44522
3484.5,502.1715,356.44315
3485,502.16666,356.4412
3485.5,502.1314,356.4394
3486,502.1513,356.43726
3486.5,502.17508,356.43506
3487,502.19244,356.43295
3487.5,502.18884,356.43094
3488,502.19348,356.42883
3488.5,502.17993,356.42688
3489,502.1872,356.42477
3489.5,502.17523,356.4228
3490,502.15115,356.42108
3490.5,502.10397,356.41934
3491,502.09558,356.41733
3491.5,502.1142,356.41516
3492,502.1019,356.41318
3492.5,502.08533,356.4112
3493,502.081,356.40918
3493.5,502.09137,356.40704
3494,502.1009,356.4049
3494.5,502.10007,356.40286
3495,502.1105,356.40076
