Time,Battery inverter.Idc_bat,Battery inverter.Vdc_bat
936,-1230.467,365.22684
936.5,-1230.454,365.2276
937,-1230.4515,365.2285
937.5,-1230.4331,365.2295
938,-1230.4396,365.23044
938.5,-1230.4216,365.2313
939,-1230.4131,365.2322
939.5,-1230.3842,365.23312
940,-1230.3965,365.23422
940.5,-1230.4092,365.23514
941,-1230.4053,365.2361
941.5,-1230.4205,365.237
942,-1230.4227,365.23795
942.5,-1230.4113,365.23877
943,-1230.4501,365.23975
943.5,-1230.4714,365.24066
944,-1230.4772,365.24142
944.5,-1230.4506,365.2422
945,-1230.4347,365.24292
945.5,-1230.4344,365.24362
946,-1230.4316,365.24448
946.5,-1230.4331,365.24542
947,-1230.4347,365.24637
947.5,-1230.4344,365.24734
948,-1230.4185,365.2483
948.5,-1230.4127,365.24915
949,-1230.4132,365.2501
949.5,-1230.4067,365.25095
950,-1230.4082,365.25214
950.5,-1230.4077,365.25308
951,-1230.434,365.25412
951.5,-1230.4587,365.25516
952,-1230.442,365.25616
952.5,-1230.4137,365.25687
953,-1230.4034,365.25766
953.5,-1230.4197,365.25873
954,-1230.4125,365.2598
954.5,-1230.4232,365.26096
955,-1230.4329,365.262
955.5,-1230.4366,365.26297
956,-1230.45,365.26416
956.5,-1230.4672,365.26526
957,-1230.4907,365.26633
957.5,-1230.5189,365.26767
958,-1230.5001,365.2689
958.5,-1230.5073,365.27002
959,-1230.5209,365.27118
959.5,-1230.5037,365.2722
960,-1230.5338,365.27325
960.5,-1230.5781,365.27438
961,-1230.5549,365.27524
961.5,-1230.5505,365.27612
962,-1230.568,365.27704
962.5,-1230.5143,365.27753
963,-1230.4911,365.27838
963.5,-1230.4929,365.27924
964,-1230.4904,365.28012
964.5,-1230.4882,365.28122
965,-1230.4795,365.2822
965.5,-1230.4924,365.28308
966,-1230.5065,365.284
966.5,-1230.535,365.2849
967,-1230.5538,365.28598
967.5,-1230.5854,365.28687
968,-1230.5793,365.2879
968.5,-1230.5542,365.28873
969,-1230.551,365.2897
969.5,-1230.545,365.29068
970,-1230.561,365.2919
970.5,-1230.5382,365.29285
971,-1230.5327,365.29373
971.5,-1230.5673,365.2948
972,-1230.5796,365.29578
972.5,-1230.5815,365.29672
973,-1230.5831,365.29767
973.5,-1230.5923,365.2987
974,-1230.5833,365.29974
974.5,-1230.5697,365.30063
975,-1230.5771,365.3016
975.5,-1230.579,365.30255
976,-1230.5878,365.3033
976.5,-1230.5823,365.3041
977,-1230.6174,365.3051
977.5,-1230.6436,365.30603
978,-1230.6333,365.30676
978.5,-1230.6117,365.30756
979,-1230.6118,365.3086
979.5,-1230.6124,365.30963
980,-1230.6449,365.3107
980.5,-1230.6716,365.31158
981,-1230.6654,365.3124
981.5,-1230.6733,365.3133
982,-1230.6875,365.3144
982.5,-1230.643,365.31516
983,-1230.6461,365.31592
983.5,-1230.636,365.3169
984,-1230.6683,365.31784
984.5,-1230.6982,365.31894
985,-1230.736,365.32062
985.5,-1230.7491,365.32166
986,-1230.7607,365.32272
986.5,-1230.7626,365.32367
987,-1230.7233,365.32446
987.5,-1230.7137,365.32535
988,-1230.715,365.3263
988.5,-1230.7097,365.32715
989,-1230.6879,365.32782
989.5,-1230.6311,365.32843
990,-1230.6085,365.32925
990.5,-1230.6077,365.33008
991,-1230.5958,365.331
991.5,-1230.5778,365.33185
992,-1230.5638,365.3326
992.5,-1230.565,365.33374
993,-1230.57,365.3347
993.5,-1230.5446,365.33554
994,-1230.5348,365.33633
994.5,-1230.5361,365.33728
995,-1230.5255,365.33807
995.5,-1230.5564,365.339
996,-1230.5767,365.3401
996.5,-1230.6055,365.34106
997,-1230.6375,365.3419
997.5,-1230.627,365.34268
998,-1230.65,365.3437
998.5,-1230.5785,365.34412
999,-1230.5754,365.34503
999.5,-1230.5552,365.3459
1000,-1230.5493,365.3466
1000.5,-1230.554,365.34747
1001,-1230.5394,365.3482
1001.5,-1230.5178,365.34912
1002,-1230.5186,365.35004
1002.5,-1230.5006,365.3509
1003,-1230.5165,365.3519
1003.5,-1230.5157,365.3528
1004,-1230.5322,365.35373
1004.5,-1230.5447,365.355
1005,-1230.5244,365.3559
1005.5,-1230.5316,365.35696
1006,-1230.5337,365.3579
1006.5,-1230.531,365.35907
1007,-1230.5771,365.36014
1007.5,-1230.5833,365.3611
1008,-1230.5739,365.3619
1008.5,-1230.5746,365.36282
1009,-1230.5791,365.3636
1009.5,-1230.5836,365.36502
1010,-1230.5797,365.36615
1010.5,-1230.5795,365.36728
1011,-1230.5996,365.36832
1011.5,-1230.5776,365.3695
1012,-1230.578,365.37048
1012.5,-1230.6355,365.37207
1013,-1230.644,365.37305
1013.5,-1230.6718,365.37405
1014,-1230.6675,365.3751
1014.5,-1230.6725,365.37613
1015,-1230.7062,365.37714
1015.5,-1230.6453,365.37756
1016,-1230.6161,365.37836
1016.5,-1230.6045,365.37912
1017,-1230.5961,365.3801
1017.5,-1230.5878,365.38107
1018,-1230.5707,365.38184
1018.5,-1230.5925,365.3827
1019,-1230.6118,365.38358
1019.5,-1230.6289,365.38446
1020,-1230.631,365.38538
1020.5,-1230.6776,365.3865
1021,-1230.6544,365.38727
1021.5,-1230.6298,365.38834
1022,-1230.622,365.38956
1022.5,-1230.6184,365.39053
1023,-1230.6348,365.39148
1023.5,-1230.6649,365.39236
1024,-1230.6863,365.39334
1024.5,-1230.7308,365.39453
1025,-1230.7471,365.39563
1025.5,-1230.7479,365.3968
1026,-1230.7238,365.39764
1026.5,-1230.7329,365.3987
1027,-1230.7124,365.39954
1027.5,-1230.6998,365.40054
1028,-1230.6788,365.4014
1028.5,-1230.6735,365.40228
1029,-1230.6704,365.40323
1029.5,-1230.672,365.40414
1030,-1230.6655,365.40497
1030.5,-1230.6573,365.40585
1031,-1230.6826,365.40686
1031.5,-1230.6737,365.40768
1032,-1230.7255,365.40836
1032.5,-1230.7474,365.40955
1033,-1230.7661,365.41068
1033.5,-1230.7701,365.41162
1034,-1230.7601,365.41232
1034.5,-1230.7645,365.41333
1035,-1230.7662,365.41425
1035.5,-1230.8004,365.41525
1036,-1230.7997,365.41608
1036.5,-1230.7599,365.41684
1037,-1230.7833,365.4178
1037.5,-1230.8134,365.41867
1038,-1230.8428,365.41977
1038.5,-1230.8214,365.42072
1039,-1230.8373,365.42166
1039.5,-1230.8291,365.4225
1040,-1230.8447,365.42355
1040.5,-1230.8375,365.42508
1041,-1230.8259,365.42587
1041.5,-1230.8395,365.4269
1042,-1230.8228,365.42767
1042.5,-1230.7793,365.42834
1043,-1230.7784,365.42923
1043.5,-1230.779,365.43027
1044,-1230.7794,365.4312
1044.5,-1230.7708,365.432
1045,-1230.766,365.43314
1045.5,-1230.7451,365.43408
1046,-1230.7106,365.43466
1046.5,-1230.7013,365.43546
1047,-1230.7025,365.43637
1047.5,-1230.6906,365.4372
1048,-1230.6791,365.43796
1048.5,-1230.7039,365.43875
1049,-1230.7242,365.43942
1049.5,-1230.7467,365.4404
1050,-1230.7489,365.44144
1050.5,-1230.7206,365.44223
1051,-1230.7361,365.44315
1051.5,-1230.758,365.44412
1052,-1230.7292,365.44485
1052.5,-1230.7218,365.4457
1053,-1230.723,365.44666
1053.5,-1230.7178,365.44757
1054,-1230.6486,365.44815
1054.5,-1230.624,365.4486
1055,-1230.624,365.44943
1055.5,-1230.6007,365.45044
1056,-1230.6283,365.45145
1056.5,-1230.6328,365.45236
1057,-1230.6337,365.4533
1057.5,-1230.6499,365.4544
1058,-1230.624,365.45523
1058.5,-1230.6244,365.45618
1059,-1230.626,365.45712
1059.5,-1230.6276,365.45804
1060,-1230.6256,365.4592
1060.5,-1230.6493,365.46024
1061,-1230.6731,365.46143
1061.5,-1230.7084,365.46228
1062,-1230.7234,365.46332
1062.5,-1230.7388,365.4644
1063,-1230.7173,365.46527
1063.5,-1230.7075,365.4663
1064,-1230.7014,365.4674
1064.5,-1230.7097,365.46872
1065,-1230.7367,365.47
1065.5,-1230.7557,365.47122
1066,-1230.7593,365.4722
1066.5,-1230.7445,365.47308
1067,-1230.7185,365.4739
1067.5,-1230.7601,365.47516
1068,-1230.7947,365.4761
1068.5,-1230.7334,365.4768
1069,-1230.7257,365.47763
1069.5,-1230.724,365.47852
1070,-1230.7258,365.47946
1070.5,-1230.7158,365.48047
1071,-1230.7205,365.48138
1071.5,-1230.7133,365.4822
1072,-1230.7161,365.483
1072.5,-1230.7225,365.48395
1073,-1230.7275,365.48492
1073.5,-1230.7532,365.4858
1074,-1230.7417,365.4865
1074.5,-1230.738,365.48737
1075,-1230.7592,365.4884
1075.5,-1230.7542,365.48938
1076,-1230.7614,365.4905
1076.5,-1230.747,365.49136
1077,-1230.7552,365.4923
1077.5,-1230.8057,365.49353
1078,-1230.806,365.49448
1078.5,-1230.8075,365.4954
1079,-1230.8131,365.4966
1079.5,-1230.8545,365.4978
1080,-1230.885,365.49896
1080.5,-1230.8677,365.5
1081,-1230.8434,365.50092
1081.5,-1230.8229,365.50177
1082,-1230.7925,365.50256
1082.5,-1230.7886,365.50345
1083,-1230.7825,365.50424
1083.5,-1230.7825,365.50516
1084,-1230.7949,365.50613
1084.5,-1230.8168,365.50708
1085,-1230.8301,365.50812
1085.5,-1230.8254,365.50897
1086,-1230.7874,365.50983
1086.5,-1230.7986,365.5109
1087,-1230.8007,365.51166
1087.5,-1230.8431,365.51257
1088,-1230.8806,365.5135
1088.5,-1230.8845,365.51443
1089,-1230.8861,365.51535
1089.5,-1230.9181,365.51642
1090,-1230.9491,365.51736
1090.5,-1230.9545,365.51834
1091,-1230.9609,365.51935
1091.5,-1230.9626,365.5203
1092,-1230.9386,365.52106
1092.5,-1230.9327,365.5221
1093,-1230.9142,365.52298
1093.5,-1230.9348,365.5239
1094,-1230.9547,365.52463
1094.5,-1230.9622,365.52545
1095,-1230.9457,365.52615
1095.5,-1230.9226,365.52686
1096,-1230.9128,365.52832
1096.5,-1230.8597,365.5292
1097,-1230.8595,365.53012
1097.5,-1230.8829,365.53122
1098,-1230.8953,365.5323
1098.5,-1230.8962,365.53333
1099,-1230.8916,365.53436
1099.5,-1230.8928,365.5353
1100,-1230.8856,365.5361
1100.5,-1230.8754,365.5369
1101,-1230.8848,365.53772
1101.5,-1230.8811,365.53827
1102,-1230.8425,365.53894
1102.5,-1230.8887,365.5399
1103,-1230.9181,365.5408
1103.5,-1230.9397,365.54175
1104,-1230.9263,365.54248
1104.5,-1230.9098,365.54315
1105,-1230.8804,365.54395
1105.5,-1230.8564,365.54474
1106,-1230.8408,365.5455
1106.5,-1230.822,365.5465
1107,-1230.7994,365.5473
1107.5,-1230.7968,365.54822
1108,-1230.8059,365.5491
1108.5,-1230.8075,365.55008
1109,-1230.7787,365.5508
1109.5,-1230.7407,365.5515
1110,-1230.7256,365.55252
1110.5,-1230.717,365.5533
1111,-1230.7156,365.55423
1111.5,-1230.7295,365.5552
1112,-1230.7396,365.55615
1112.5,-1230.7358,365.5571
1113,-1230.7437,365.5582
1113.5,-1230.7452,365.55914
1114,-1230.7542,365.5601
1114.5,-1230.7921,365.561
1115,-1230.7855,365.56198
1115.5,-1230.8035,365.56302
1116,-1230.8142,365.56393
1116.5,-1230.8107,365.5649
1117,-1230.8022,365.56616
1117.5,-1230.8179,365.56735
1118,-1230.8043,365.56833
1118.5,-1230.8495,365.56937
1119,-1230.8982,365.5708
1119.5,-1230.8939,365.57196
1120,-1230.8763,365.5729
1120.5,-1230.8757,365.5737
1121,-1230.8672,365.5745
1121.5,-1230.8479,365.57523
1122,-1230.8397,365.5761
1122.5,-1230.8674,365.5774
1123,-1230.8414,365.5784
1123.5,-1230.8317,365.57935
1124,-1230.8442,365.58023
1124.5,-1230.8474,365.58115
1125,-1230.8523,365.58188
1125.5,-1230.8483,365.5827
1126,-1230.8397,365.58368
1126.5,-1230.8346,365.58472
1127,-1230.8358,365.58548
1127.5,-1230.8485,365.58636
1128,-1230.8434,365.5873
1128.5,-1230.8309,365.58823
1129,-1230.8462,365.58914
1129.5,-1230.903,365.5903
1130,-1230.9274,365.59143
1130.5,-1230.935,365.59238
1131,-1230.9424,365.5933
1131.5,-1230.9131,365.5941
1132,-1230.9114,365.595
1132.5,-1230.9193,365.59604
1133,-1230.9259,365.59702
1133.5,-1230.9343,365.59805
1134,-1230.9304,365.5992
1134.5,-1230.929,365.6003
1135,-1230.9357,365.60132
1135.5,-1230.903,365.6022
1136,-1230.8834,365.60318
1136.5,-1230.902,365.60416
1137,-1230.895,365.60495
1137.5,-1230.9236,365.60596
1138,-1230.9631,365.60706
1138.5,-1230.96,365.6079
1139,-1230.9814,365.60883
1139.5,-1230.9563,365.60953
1140,-1230.9227,365.6106
1140.5,-1230.888,365.61142
1141,-1230.8966,365.6123
1141.5,-1230.9292,365.6133
1142,-1230.9443,365.61417
1142.5,-1230.9629,365.61514
1143,-1230.9852,365.6161
1143.5,-1231.044,365.61728
1144,-1231.0923,365.61823
1144.5,-1231.0787,365.61905
1145,-1231.0791,365.61996
1145.5,-1231.0796,365.62106
1146,-1231.0754,365.62195
1146.5,-1231.072,365.6228
1147,-1231.0735,365.62372
1147.5,-1231.0446,365.62442
1148,-1231.0183,365.6252
1148.5,-1231.0356,365.62592
1149,-1231.0138,365.62665
1149.5,-1231.0071,365.62766
1150,-1231.0183,365.62857
1150.5,-1231.0417,365.6296
1151,-1231.0199,365.63037
1151.5,-1230.9852,365.63184
1152,-1230.9807,365.63278
1152.5,-1230.9749,365.63376
1153,-1230.9725,365.63467
1153.5,-1230.974,365.63562
1154,-1231.0049,365.63644
1154.5,-1231.0146,365.63733
1155,-1231.045,365.63824
1155.5,-1231.0614,365.63916
1156,-1231.1322,365.6403
1156.5,-1231.0873,365.6407
1157,-1231.0582,365.6413
1157.5,-1231.0594,365.6422
1158,-1231.035,365.64304
1158.5,-1231.0426,365.64392
1159,-1231.046,365.64484
1159.5,-1231.0078,365.64548
1160,-1230.9769,365.64597
1160.5,-1230.9453,365.6467
1161,-1230.9548,365.64764
1161.5,-1230.952,365.64862
1162,-1230.9353,365.6496
1162.5,-1230.8832,365.65063
1163,-1230.8866,365.65152
1163.5,-1230.851,365.65234
1164,-1230.8599,365.65298
1164.5,-1230.8601,365.65387
1165,-1230.8617,365.65482
1165.5,-1230.8344,365.65582
1166,-1230.8317,365.65677
1166.5,-1230.833,365.6577
1167,-1230.8403,365.6586
1167.5,-1230.8782,365.65955
1168,-1230.8937,365.6606
1168.5,-1230.9087,365.6617
1169,-1230.9113,365.66266
1169.5,-1230.9062,365.6636
1170,-1230.8842,365.66458
1170.5,-1230.8965,365.66547
1171,-1230.8896,365.66644
1171.5,-1230.8961,365.66733
1172,-1230.9148,365.66837
1172.5,-1230.958,365.6697
1173,-1230.9508,365.6709
1173.5,-1230.9479,365.67188
1174,-1230.9393,365.67264
1174.5,-1230.948,365.6733
1175,-1230.9485,365.67422
1175.5,-1230.9623,365.67532
1176,-1230.9758,365.67636
1176.5,-1230.9828,365.67746
1177,-1230.9766,365.67844
1177.5,-1230.9895,365.6795
1178,-1231.0024,365.6806
1178.5,-1230.9917,365.68137
1179,-1230.9922,365.68228
1179.5,-1230.97,365.68317
1180,-1230.957,365.6839
1180.5,-1230.949,365.68488
1181,-1230.942,365.68582
1181.5,-1230.9467,365.68674
1182,-1230.9603,365.6876
1182.5,-1230.9631,365.68842
1183,-1230.988,365.68942
1183.5,-1231.0032,365.69052
1184,-1231.0765,365.6918
1184.5,-1231.0685,365.6928
1185,-1231.0659,365.69373
1185.5,-1231.0697,365.69473
1186,-1231.0748,365.69568
1186.5,-1231.0568,365.69653
1187,-1231.0178,365.6972
1187.5,-1231.0023,365.69818
1188,-1231.0033,365.6991
1188.5,-1231.0012,365.70013
1189,-1231.0142,365.70108
1189.5,-1231.005,365.70212
1190,-1231.0161,365.7032
1190.5,-1231.0155,365.70422
1191,-1231.014,365.70523
1191.5,-1231.0627,365.70624
1192,-1231.0808,365.70712
1192.5,-1231.0671,365.70798
1193,-1231.0752,365.7088
1193.5,-1231.0632,365.71
1194,-1231.0499,365.71094
1194.5,-1231.0436,365.7117
1195,-1231.026,365.71243
1195.5,-1231.0435,365.7134
1196,-1231.0717,365.71445
1196.5,-1231.1185,365.71555
1197,-1231.1208,365.71652
1197.5,-1231.1208,365.71744
1198,-1231.1025,365.71835
1198.5,-1231.1298,365.7194
1199,-1231.1772,365.7204
1199.5,-1231.1816,365.7213
1200,-1231.1832,365.72223
1200.5,-1231.1755,365.7228
1201,-1231.1866,365.72372
1201.5,-1231.181,365.72458
1202,-1231.1605,365.72537
1202.5,-1231.132,365.72617
1203,-1231.0991,365.72705
1203.5,-1231.1029,365.72787
1204,-1231.1072,365.7288
1204.5,-1231.1201,365.72977
1205,-1231.138,365.73077
1205.5,-1231.1252,365.73175
1206,-1231.1201,365.73264
1206.5,-1231.1156,365.73358
1207,-1231.1124,365.7349
1207.5,-1231.1084,365.7357
1208,-1231.1315,365.73648
1208.5,-1231.1342,365.7374
1209,-1231.1876,365.73828
1209.5,-1231.1981,365.73923
1210,-1231.2095,365.74
1210.5,-1231.1986,365.7408
1211,-1231.1936,365.74167
1211.5,-1231.1902,365.74252
1212,-1231.1738,365.7432
1212.5,-1231.1595,365.7439
1213,-1231.1335,365.74466
1213.5,-1231.1321,365.74564
1214,-1231.0956,365.74637
1214.5,-1231.0991,365.74716
1215,-1231.0952,365.74802
1215.5,-1231.09,365.74908
1216,-1231.0812,365.7499
1216.5,-1231.0591,365.75055
1217,-1231.0151,365.75137
1217.5,-1230.9928,365.75232
1218,-1230.9932,365.75323
1218.5,-1230.9729,365.75412
1219,-1230.9506,365.75497
1219.5,-1230.9512,365.75592
1220,-1230.9869,365.75687
1220.5,-1230.9902,365.7578
1221,-1230.9899,365.75873
1221.5,-1230.9889,365.75977
1222,-1231.0012,365.76074
1222.5,-1230.993,365.76172
1223,-1231.0068,365.76273
1223.5,-1230.9994,365.76376
1224,-1230.9922,365.76474
1224.5,-1230.9957,365.76562
1225,-1231.018,365.7664
1225.5,-1231.012,365.76736
1226,-1231.0005,365.7683
1226.5,-1230.9761,365.76932
1227,-1231.0134,365.77048
1227.5,-1230.991,365.771
1228,-1231.017,365.77197
1228.5,-1231.0292,365.77304
1229,-1231.045,365.77408
1229.5,-1231.056,365.77496
1230,-1231.0966,365.77606
1230.5,-1231.1283,365.77725
1231,-1231.1333,365.77823
1231.5,-1231.1235,365.779
1232,-1231.0935,365.77997
1232.5,-1231.0746,365.78076
1233,-1231.1094,365.78204
1233.5,-1231.1122,365.783
1234,-1231.1072,365.78394
1234.5,-1231.0897,365.78497
1235,-1231.0951,365.78586
1235.5,-1231.1249,365.78683
1236,-1231.135,365.78775
1236.5,-1231.1129,365.78857
1237,-1231.1365,365.78958
1237.5,-1231.1499,365.79065
1238,-1231.1608,365.79166
1238.5,-1231.1697,365.7928
1239,-1231.1719,365.79373
1239.5,-1231.162,365.79456
1240,-1231.1709,365.79556
1240.5,-1231.16,365.79657
1241,-1231.1608,365.7975
1241.5,-1231.124,365.79828
1242,-1231.1167,365.79916
1242.5,-1231.1321,365.80014
1243,-1231.1235,365.8011
1243.5,-1231.1099,365.8019
1244,-1231.1185,365.80292
1244.5,-1231.1461,365.804
1245,-1231.1871,365.80502
1245.5,-1231.186,365.80597
1246,-1231.1788,365.80695
1246.5,-1231.1663,365.80777
1247,-1231.1464,365.80878
1247.5,-1231.1523,365.80978
1248,-1231.1342,365.81067
1248.5,-1231.1846,365.81152
1249,-1231.1969,365.81256
1249.5,-1231.2281,365.8136
1250,-1231.2189,365.81448
1250.5,-1231.2291,365.81555
1251,-1231.222,365.81647
1251.5,-1231.2374,365.8174
1252,-1231.2211,365.8183
1252.5,-1231.2307,365.81915
1253,-1231.2526,365.8201
1253.5,-1231.2429,365.82098
1254,-1231.2639,365.82196
1254.5,-1231.2784,365.8228
1255,-1231.2782,365.82364
1255.5,-1231.2728,365.82465
1256,-1231.2651,365.82547
1256.5,-1231.2559,365.82608
1257,-1231.2333,365.82697
1257.5,-1231.2202,365.82794
1258,-1231.2274,365.82883
1258.5,-1231.2167,365.82965
1259,-1231.2146,365.83057
1259.5,-1231.2646,365.83145
1260,-1231.2817,365.8323
1260.5,-1231.2709,365.83325
1261,-1231.2798,365.8343
1261.5,-1231.2919,365.8353
1262,-1231.3143,365.8361
1262.5,-1231.3235,365.83682
1263,-1231.3124,365.83823
1263.5,-1231.3054,365.83908
1264,-1231.3047,365.83978
1264.5,-1231.2893,365.84055
1265,-1231.2905,365.84146
1265.5,-1231.2823,365.84225
1266,-1231.2869,365.8432
1266.5,-1231.3096,365.84418
1267,-1231.241,365.84467
1267.5,-1231.2224,365.8455
1268,-1231.2267,365.8464
1268.5,-1231.2528,365.84738
1269,-1231.2445,365.84814
1269.5,-1231.2043,365.84866
1270,-1231.185,365.84943
1270.5,-1231.1876,365.8504
1271,-1231.1842,365.85138
1271.5,-1231.1458,365.85236
1272,-1231.1367,365.8533
1272.5,-1231.1299,365.85428
1273,-1231.1268,365.85522
1273.5,-1231.1001,365.85568
1274,-1231.1014,365.85657
1274.5,-1231.1115,365.8576
1275,-1231.0985,365.8586
1275.5,-1231.1326,365.8597
1276,-1231.1384,365.86066
1276.5,-1231.1271,365.86163
1277,-1231.1199,365.8626
1277.5,-1231.0834,365.86334
1278,-1231.078,365.8642
1278.5,-1231.085,365.86523
1279,-1231.052,365.86594
1279.5,-1231.0502,365.86673
1280,-1231.0641,365.86758
1280.5,-1231.0856,365.86874
1281,-1231.102,365.8698
1281.5,-1231.1515,365.87097
1282,-1231.1476,365.87192
1282.5,-1231.1375,365.8727
1283,-1231.1501,365.87354
1283.5,-1231.1571,365.8745
1284,-1231.1815,365.87558
1284.5,-1231.19,365.87656
1285,-1231.1873,365.87735
1285.5,-1231.1865,365.87808
1286,-1231.2094,365.8792
1286.5,-1231.2233,365.8804
1287,-1231.2078,365.88144
1287.5,-1231.2046,365.8825
1288,-1231.2571,365.88354
1288.5,-1231.2721,365.88452
1289,-1231.274,365.88547
1289.5,-1231.2535,365.88647
1290,-1231.2865,365.88745
1290.5,-1231.2964,365.8885
1291,-1231.2783,365.88934
1291.5,-1231.2972,365.89053
1292,-1231.2839,365.89142
1292.5,-1231.2788,365.89243
1293,-1231.2877,365.8934
1293.5,-1231.2587,365.89426
1294,-1231.252,365.8952
1294.5,-1231.2526,365.89612
1295,-1231.2732,365.89713
1295.5,-1231.276,365.89804
1296,-1231.2775,365.89896
1296.5,-1231.2616,365.89987
1297,-1231.2318,365.90067
1297.5,-1231.2527,365.90173
1298,-1231.248,365.90256
1298.5,-1231.2496,365.9035
1299,-1231.2778,365.9046
1299.5,-1231.2952,365.90552
1300,-1231.3041,365.90643
1300.5,-1231.2881,365.9073
1301,-1231.2996,365.9085
1301.5,-1231.3062,365.90945
1302,-1231.29,365.91028
1302.5,-1231.3044,365.91122
1303,-1231.3213,365.91232
1303.5,-1231.3131,365.9133
1304,-1231.2992,365.91415
1304.5,-1231.3005,365.91495
1305,-1231.328,365.91605
1305.5,-1231.341,365.91705
1306,-1231.3351,365.91776
1306.5,-1231.3451,365.91843
1307,-1231.3607,365.91937
1307.5,-1231.3662,365.92032
1308,-1231.3751,365.92157
1308.5,-1231.3782,365.92252
1309,-1231.3488,365.92322
1309.5,-1231.348,365.9241
1310,-1231.3564,365.92523
1310.5,-1231.3256,365.92572
1311,-1231.3276,365.9266
1311.5,-1231.3331,365.92755
1312,-1231.3315,365.92847
1312.5,-1231.3503,365.92932
1313,-1231.396,365.93015
1313.5,-1231.4077,365.9311
1314,-1231.3994,365.932
1314.5,-1231.4359,365.93304
1315,-1231.4562,365.9339
1315.5,-1231.4034,365.93448
1316,-1231.4082,365.9353
1316.5,-1231.4231,365.93616
1317,-1231.4282,365.93713
1317.5,-1231.4445,365.9381
1318,-1231.4534,365.939
1318.5,-1231.43,365.9398
1319,-1231.4181,365.9413
1319.5,-1231.4191,365.94223
1320,-1231.388,365.94308
1320.5,-1231.3368,365.9438
1321,-1231.335,365.9446
1321.5,-1231.3425,365.94547
1322,-1231.318,365.94617
1322.5,-1231.2888,365.9468
1323,-1231.339,365.94754
1323.5,-1231.3545,365.94852
1324,-1231.3452,365.94937
1324.5,-1231.3287,365.9502
1325,-1231.33,365.95108
1325.5,-1231.3201,365.952
1326,-1231.274,365.9527
1326.5,-1231.264,365.95352
1327,-1231.2736,365.95456
1327.5,-1231.2754,365.95572
1328,-1231.2434,365.9564
1328.5,-1231.2283,365.95734
1329,-1231.2507,365.95834
1329.5,-1231.2444,365.95932
1330,-1231.2479,365.96024
1330.5,-1231.2305,365.96085
1331,-1231.2075,365.96185
1331.5,-1231.2186,365.96295
1332,-1231.1653,365.9636
1332.5,-1231.1464,365.9643
1333,-1231.1277,365.96512
1333.5,-1231.1401,365.9661
1334,-1231.1593,365.9671
1334.5,-1231.1873,365.9681
1335,-1231.2388,365.9693
1335.5,-1231.2598,365.97046
1336,-1231.2772,365.97134
1336.5,-1231.2797,365.97226
1337,-1231.2812,365.97318
1337.5,-1231.2582,365.9739
1338,-1231.2336,365.97452
1338.5,-1231.2555,365.9756
1339,-1231.2756,365.9765
1339.5,-1231.2958,365.97766
1340,-1231.2979,365.97858
1340.5,-1231.3092,365.97946
1341,-1231.3431,365.9806
1341.5,-1231.342,365.98178
1342,-1231.3434,365.98273
1342.5,-1231.3539,365.9837
1343,-1231.412,365.98502
1343.5,-1231.4183,365.98593
1344,-1231.4417,365.98694
1344.5,-1231.4285,365.98788
1345,-1231.4059,365.9887
1345.5,-1231.4175,365.98978
1346,-1231.4199,365.99072
1346.5,-1231.3855,365.99182
1347,-1231.4127,365.99298
1347.5,-1231.3931,365.99384
1348,-1231.394,365.99475
1348.5,-1231.3955,365.99567
1349,-1231.4065,365.9967
1349.5,-1231.4097,365.99765
1350,-1231.4274,365.99866
1350.5,-1231.4263,365.9995
1351,-1231.3729,366.00015
1351.5,-1231.3589,366.00092
1352,-1231.3727,366.00195
1352.5,-1231.3829,366.00284
1353,-1231.3829,366.00372
1353.5,-1231.4017,366.00488
1354,-1231.4384,366.00598
1354.5,-1231.4554,366.0072
1355,-1231.4446,366.00815
1355.5,-1231.4781,366.00906
1356,-1231.467,366.01
1356.5,-1231.4434,366.01083
1357,-1231.444,366.01175
1357.5,-1231.4222,366.01257
1358,-1231.4293,366.0136
1358.5,-1231.4246,366.01453
1359,-1231.3988,366.01526
1359.5,-1231.414,366.01636
1360,-1231.4052,366.01718
1360.5,-1231.4247,366.018
1361,-1231.4548,366.01895
1361.5,-1231.4789,366.01993
1362,-1231.4683,366.0208
1362.5,-1231.4727,366.0216
1363,-1231.468,366.0226
1363.5,-1231.4576,366.0234
1364,-1231.4366,366.02423
1364.5,-1231.422,366.02496
1365,-1231.4216,366.02588
1365.5,-1231.4542,366.02686
1366,-1231.5048,366.02774
1366.5,-1231.5105,366.02866
1367,-1231.499,366.02966
1367.5,-1231.5253,366.03067
1368,-1231.5262,366.03146
1368.5,-1231.5242,366.0322
1369,-1231.551,366.03317
1369.5,-1231.5792,366.03418
1370,-1231.5466,366.0347
1370.5,-1231.5367,366.0355
1371,-1231.5344,366.03635
1371.5,-1231.5552,366.03732
1372,-1231.5594,366.03824
1372.5,-1231.5482,366.0391
1373,-1231.5349,366.04016
1373.5,-1231.5195,366.04117
1374,-1231.52,366.04214
1374.5,-1231.4861,366.04355
1375,-1231.4563,366.04428
1375.5,-1231.4402,366.045
1376,-1231.4393,366.0459
1376.5,-1231.4264,366.04654
1377,-1231.423,366.04745
1377.5,-1231.4374,366.04816
1378,-1231.45,366.04886
1378.5,-1231.4524,366.0497
1379,-1231.4683,366.0507
1379.5,-1231.4626,366.0516
1380,-1231.4463,366.05246
1380.5,-1231.435,366.0533
