Time,Battery inverter.Idc_bat,Battery inverter.Vdc_bat
1822,-1232.3552,366.86578
1822.5,-1232.353,366.86688
1823,-1232.3541,366.8678
1823.5,-1232.407,366.86923
1824,-1232.4374,366.87015
1824.5,-1232.4493,366.87137
1825,-1232.4264,366.8722
1825.5,-1232.4272,366.87314
1826,-1232.4183,366.8739
1826.5,-1232.4406,366.8749
1827,-1232.3947,366.87567
1827.5,-1232.3722,366.8765
1828,-1232.373,366.8774
1828.5,-1232.3801,366.87836
1829,-1232.4075,366.8794
1829.5,-1232.4146,366.88022
1830,-1232.3865,366.8811
1830.5,-1232.3971,366.8821
1831,-1232.4141,366.88318
1831.5,-1232.4142,366.88406
1832,-1232.4076,366.88492
1832.5,-1232.4026,366.88574
1833,-1232.4186,366.8867
1833.5,-1232.4021,366.88754
1834,-1232.3969,366.88846
1834.5,-1232.4036,366.88947
1835,-1232.3746,366.89044
1835.5,-1232.38,366.8915
1836,-1232.3955,366.8924
1836.5,-1232.4011,366.89328
1837,-1232.3965,366.8942
1837.5,-1232.445,366.89554
1838,-1232.4694,366.8967
1838.5,-1232.4717,366.89764
1839,-1232.4868,366.8986
1839.5,-1232.5192,366.89963
1840,-1232.525,366.9006
1840.5,-1232.5348,366.90164
1841,-1232.5825,366.90256
1841.5,-1232.5453,366.90332
1842,-1232.5658,366.9043
1842.5,-1232.5737,366.90527
1843,-1232.5754,366.9062
1843.5,-1232.5812,366.90717
1844,-1232.5837,366.9081
1844.5,-1232.5903,366.90912
1845,-1232.6062,366.90997
1845.5,-1232.6301,366.9112
1846,-1232.59,366.91193
1846.5,-1232.5533,366.91263
1847,-1232.5477,366.91357
1847.5,-1232.5725,366.91458
1848,-1232.5496,366.9154
1848.5,-1232.557,366.91647
1849,-1232.5676,366.91754
1849.5,-1232.5632,366.91846
1850,-1232.5267,366.91913
1850.5,-1232.5532,366.92014
1851,-1232.5465,366.9212
1851.5,-1232.5583,366.9223
1852,-1232.5134,366.9234
1852.5,-1232.5244,366.92438
1853,-1232.5284,366.92532
1853.5,-1232.5298,366.92606
1854,-1232.5162,366.92703
1854.5,-1232.5244,366.92792
1855,-1232.5271,366.92886
1855.5,-1232.5173,366.92944
1856,-1232.5205,366.93015
1856.5,-1232.502,366.9309
1857,-1232.49,366.9319
1857.5,-1232.49,366.9326
1858,-1232.4855,366.9334
1858.5,-1232.485,366.93423
1859,-1232.4866,366.93515
1859.5,-1232.4978,366.93604
1860,-1232.4723,366.93677
1860.5,-1232.4468,366.9375
1861,-1232.4232,366.93832
1861.5,-1232.3489,366.93893
1862,-1232.3246,366.93967
1862.5,-1232.3347,366.9408
1863,-1232.3706,366.94186
1863.5,-1232.3667,366.94263
1864,-1232.3467,366.9434
1864.5,-1232.3359,366.94415
1865,-1232.3325,366.94504
1865.5,-1232.3268,366.946
1866,-1232.3379,366.947
1866.5,-1232.3486,366.9479
1867,-1232.3868,366.94916
1867.5,-1232.435,366.95
1868,-1232.4309,366.9508
1868.5,-1232.4438,366.95178
1869,-1232.457,366.95273
1869.5,-1232.4628,366.95377
1870,-1232.4487,366.95474
1870.5,-1232.4597,366.9556
1871,-1232.4814,366.9566
1871.5,-1232.4805,366.9575
1872,-1232.473,366.9583
1872.5,-1232.4767,366.9593
1873,-1232.4761,366.96017
1873.5,-1232.4827,366.96118
1874,-1232.4691,366.96243
1874.5,-1232.4624,366.96326
1875,-1232.4657,366.96417
1875.5,-1232.4673,366.96512
1876,-1232.468,366.96603
1876.5,-1232.4928,366.96713
1877,-1232.5076,366.96814
1877.5,-1232.5372,366.96945
1878,-1232.5311,366.97037
1878.5,-1232.5527,366.97128
1879,-1232.5698,366.97226
1879.5,-1232.5579,366.9732
1880,-1232.5402,366.9743
1880.5,-1232.5288,366.97528
1881,-1232.5287,366.97623
1881.5,-1232.5198,366.97702
1882,-1232.5238,366.97797
1882.5,-1232.5349,366.97882
1883,-1232.5372,366.97977
1883.5,-1232.5137,366.98053
1884,-1232.5042,366.9815
1884.5,-1232.5029,366.98245
1885,-1232.5454,366.98352
1885.5,-1232.5472,366.9842
1886,-1232.563,366.98538
1886.5,-1232.5511,366.98633
1887,-1232.5493,366.98734
1887.5,-1232.541,366.98813
1888,-1232.5146,366.98917
1888.5,-1232.5273,366.9901
1889,-1232.5238,366.99097
1889.5,-1232.5219,366.9919
1890,-1232.5194,366.9928
1890.5,-1232.5103,366.9936
1891,-1232.4904,366.99442
1891.5,-1232.4932,366.9954
1892,-1232.5636,366.99655
1892.5,-1232.6023,366.9977
1893,-1232.6033,366.9988
1893.5,-1232.627,366.99988
1894,-1232.6432,367.00082
1894.5,-1232.6453,367.00186
1895,-1232.6917,367.003
1895.5,-1232.6704,367.00378
1896,-1232.6604,367.00458
1896.5,-1232.6719,367.00543
1897,-1232.6802,367.0064
1897.5,-1232.6819,367.00735
1898,-1232.7104,367.00836
1898.5,-1232.7208,367.00943
1899,-1232.6935,367.01016
1899.5,-1232.6611,367.01105
1900,-1232.6473,367.01202
1900.5,-1232.6526,367.0131
1901,-1232.6648,367.01416
1901.5,-1232.6794,367.01508
1902,-1232.6815,367.01602
1902.5,-1232.7084,367.01703
1903,-1232.6732,367.01782
1903.5,-1232.6313,367.0184
1904,-1232.6152,367.0194
1904.5,-1232.6364,367.02057
1905,-1232.6536,367.02176
1905.5,-1232.6517,367.02267
1906,-1232.6522,367.02374
1906.5,-1232.6497,367.02463
1907,-1232.64,367.02573
1907.5,-1232.6438,367.02652
1908,-1232.6295,367.02756
1908.5,-1232.6233,367.02832
1909,-1232.6376,367.0291
1909.5,-1232.6667,367.0299
1910,-1232.652,367.03058
1910.5,-1232.6246,367.03134
1911,-1232.61,367.0319
1911.5,-1232.6099,367.0328
1912,-1232.6113,367.03372
1912.5,-1232.6232,367.0346
1913,-1232.5983,367.0353
1913.5,-1232.5917,367.0362
1914,-1232.5256,367.03696
1914.5,-1232.5153,367.0378
1915,-1232.5245,367.03864
1915.5,-1232.5133,367.03967
1916,-1232.5312,367.04074
1916.5,-1232.5116,367.04156
1917,-1232.4949,367.04233
1917.5,-1232.496,367.04324
1918,-1232.5012,367.0442
1918.5,-1232.4937,367.04514
1919,-1232.456,367.04602
1919.5,-1232.44,367.0468
1920,-1232.4352,367.0478
1920.5,-1232.4457,367.04868
1921,-1232.4366,367.04944
1921.5,-1232.499,367.0504
1922,-1232.5178,367.05136
1922.5,-1232.5093,367.05234
1923,-1232.5684,367.05334
1923.5,-1232.6104,367.05438
1924,-1232.6095,367.05527
1924.5,-1232.5983,367.0562
1925,-1232.598,367.05716
1925.5,-1232.5995,367.0581
1926,-1232.5573,367.05884
1926.5,-1232.5881,367.05997
1927,-1232.5957,367.06085
1927.5,-1232.6074,367.06183
1928,-1232.6093,367.06274
1928.5,-1232.6084,367.06348
1929,-1232.5857,367.06424
1929.5,-1232.5769,367.06573
1930,-1232.5957,367.0668
1930.5,-1232.6157,367.0678
1931,-1232.6229,367.06882
1931.5,-1232.6346,367.06985
1932,-1232.6716,367.071
1932.5,-1232.6755,367.072
1933,-1232.6715,367.07278
1933.5,-1232.6735,367.07373
1934,-1232.6614,367.0747
1934.5,-1232.6555,367.07568
1935,-1232.6643,367.07672
1935.5,-1232.6726,367.07767
1936,-1232.6713,367.07855
1936.5,-1232.6727,367.0795
1937,-1232.6498,367.0805
1937.5,-1232.6503,367.08145
1938,-1232.6519,367.08237
1938.5,-1232.6487,367.08304
1939,-1232.6875,367.08417
1939.5,-1232.7095,367.08514
1940,-1232.6998,367.08597
1940.5,-1232.6992,367.08698
1941,-1232.7091,367.0882
1941.5,-1232.6576,367.08917
1942,-1232.641,367.09
1942.5,-1232.6245,367.09076
1943,-1232.6289,367.09167
1943.5,-1232.64,367.09274
1944,-1232.6249,367.09357
1944.5,-1232.6334,367.09445
1945,-1232.6488,367.0953
1945.5,-1232.6624,367.09637
1946,-1232.6671,367.0973
1946.5,-1232.7264,367.0983
1947,-1232.6981,367.0992
1947.5,-1232.6998,367.1002
1948,-1232.7501,367.10132
1948.5,-1232.7677,367.1024
1949,-1232.748,367.10324
1949.5,-1232.7683,367.10425
1950,-1232.7819,367.10532
1950.5,-1232.7878,367.10632
1951,-1232.8099,367.10727
1951.5,-1232.8094,367.1082
1952,-1232.7799,367.10876
1952.5,-1232.7712,367.1097
1953,-1232.7635,367.11072
1953.5,-1232.7704,367.11176
1954,-1232.7717,367.11282
1954.5,-1232.7618,367.11374
1955,-1232.7738,367.1148
1955.5,-1232.7589,367.11557
1956,-1232.7874,367.1167
1956.5,-1232.7906,367.11765
1957,-1232.7717,367.11853
1957.5,-1232.7505,367.11932
1958,-1232.735,367.12045
1958.5,-1232.7332,367.12137
1959,-1232.7762,367.12247
1959.5,-1232.7604,367.12357
1960,-1232.7515,367.12454
1960.5,-1232.7654,367.12558
1961,-1232.7709,367.12637
1961.5,-1232.7449,367.12695
1962,-1232.7598,367.12784
1962.5,-1232.7532,367.1288
1963,-1232.7853,367.1298
1963.5,-1232.7694,367.1305
1964,-1232.757,367.13116
1964.5,-1232.7548,367.13193
1965,-1232.7521,367.1328
1965.5,-1232.7391,367.1335
1966,-1232.7073,367.13425
1966.5,-1232.6985,367.13507
1967,-1232.6837,367.1359
1967.5,-1232.6746,367.1368
1968,-1232.6617,367.1377
1968.5,-1232.6323,367.13867
1969,-1232.657,367.13965
1969.5,-1232.6698,367.1406
1970,-1232.6604,367.14133
1970.5,-1232.6381,367.14236
1971,-1232.6123,367.14322
1971.5,-1232.6089,367.14413
1972,-1232.5754,367.14505
1972.5,-1232.5751,367.14597
1973,-1232.595,367.14703
1973.5,-1232.6072,367.14816
1974,-1232.6208,367.14905
1974.5,-1232.6482,367.1501
1975,-1232.6173,367.15097
1975.5,-1232.6161,367.15192
1976,-1232.6259,367.15283
1976.5,-1232.6499,367.15356
1977,-1232.6703,367.1544
1977.5,-1232.668,367.15518
1978,-1232.6804,367.15607
1978.5,-1232.6863,367.15698
1979,-1232.6815,367.15784
1979.5,-1232.7009,367.1589
1980,-1232.7222,367.1601
1980.5,-1232.7412,367.16116
1981,-1232.7561,367.1621
1981.5,-1232.7378,367.16296
1982,-1232.7268,367.16376
1982.5,-1232.7277,367.1647
1983,-1232.747,367.16577
1983.5,-1232.7373,367.16644
1984,-1232.7185,367.1673
1984.5,-1232.694,367.16812
1985,-1232.7239,367.16983
1985.5,-1232.7129,367.17078
1986,-1232.736,367.17203
1986.5,-1232.77,367.173
1987,-1232.7738,367.17392
1987.5,-1232.7881,367.1748
1988,-1232.8087,367.1758
1988.5,-1232.8147,367.17676
1989,-1232.8065,367.17767
1989.5,-1232.7958,367.17865
1990,-1232.7798,367.1797
1990.5,-1232.7806,367.18063
1991,-1232.7732,367.18143
1991.5,-1232.7863,367.18237
1992,-1232.8375,367.1835
1992.5,-1232.8344,367.18436
1993,-1232.8364,367.1853
1993.5,-1232.8385,367.18646
1994,-1232.8464,367.18753
1994.5,-1232.8381,367.1883
1995,-1232.8479,367.18915
1995.5,-1232.8103,367.19006
1996,-1232.7755,367.19104
1996.5,-1232.7731,367.19205
1997,-1232.7683,367.1931
1997.5,-1232.7726,367.19403
1998,-1232.7778,367.19464
1998.5,-1232.7612,367.1955
1999,-1232.7926,367.19666
1999.5,-1232.7921,367.19763
2000,-1232.7913,367.1986
2000.5,-1232.8104,367.19952
2001,-1232.8364,367.20053
2001.5,-1232.8308,367.20135
2002,-1232.8297,367.20227
2002.5,-1232.8129,367.20325
2003,-1232.8257,367.20416
2003.5,-1232.8645,367.20538
2004,-1232.9155,367.20636
2004.5,-1232.9047,367.20712
2005,-1232.8805,367.2081
2005.5,-1232.8833,367.20923
2006,-1232.8855,367.2102
2006.5,-1232.8646,367.21106
2007,-1232.8854,367.21225
2007.5,-1232.8973,367.2132
2008,-1232.8726,367.21393
2008.5,-1232.8424,367.21472
2009,-1232.8647,367.2157
2009.5,-1232.8889,367.21677
2010,-1232.8822,367.21768
2010.5,-1232.8651,367.21875
2011,-1232.8851,367.2199
2011.5,-1232.8833,367.22067
2012,-1232.8954,367.22177
2012.5,-1232.861,367.22275
2013,-1232.838,367.22363
2013.5,-1232.8623,367.22488
2014,-1232.9045,367.22586
2014.5,-1232.8972,367.22675
2015,-1232.8647,367.22733
2015.5,-1232.859,367.22818
2016,-1232.8546,367.2289
2016.5,-1232.893,367.2298
2017,-1232.9008,367.23062
2017.5,-1232.8779,367.23132
2018,-1232.8824,367.2322
2018.5,-1232.8519,367.23267
2019,-1232.8434,367.23346
2019.5,-1232.8522,367.2343
2020,-1232.8248,367.23538
2020.5,-1232.7977,367.23627
2021,-1232.7887,367.23727
2021.5,-1232.7782,367.23816
2022,-1232.775,367.23907
2022.5,-1232.7859,367.24002
2023,-1232.7689,367.24084
2023.5,-1232.7623,367.2418
2024,-1232.7635,367.24274
2024.5,-1232.752,367.24362
2025,-1232.7466,367.24448
2025.5,-1232.7386,367.24545
2026,-1232.7081,367.2463
2026.5,-1232.7002,367.24713
2027,-1232.7238,367.24835
2027.5,-1232.7401,367.2495
2028,-1232.7535,367.25058
2028.5,-1232.7612,367.25162
2029,-1232.7664,367.25262
2029.5,-1232.7805,367.25348
2030,-1232.7968,367.25433
2030.5,-1232.8142,367.25522
2031,-1232.8175,367.25616
2031.5,-1232.8223,367.25723
2032,-1232.8145,367.2582
2032.5,-1232.8112,367.25897
2033,-1232.806,367.25967
2033.5,-1232.8068,367.26053
2034,-1232.8308,367.26154
2034.5,-1232.8466,367.26236
2035,-1232.8523,367.26334
2035.5,-1232.8615,367.2644
2036,-1232.8793,367.2655
2036.5,-1232.8822,367.2664
2037,-1232.8668,367.26724
2037.5,-1232.8984,367.26828
2038,-1232.8368,367.26874
2038.5,-1232.8125,367.26956
2039,-1232.8208,367.2706
2039.5,-1232.8226,367.27155
2040,-1232.852,367.27277
2040.5,-1232.8674,367.27393
2041,-1232.872,367.27557
2041.5,-1232.9047,367.2766
2042,-1232.9127,367.2773
2042.5,-1232.906,367.2783
2043,-1232.9156,367.2791
2043.5,-1232.9196,367.28006
2044,-1232.9103,367.28085
2044.5,-1232.956,367.28192
2045,-1232.9697,367.28284
2045.5,-1232.9597,367.28387
2046,-1232.948,367.28503
2046.5,-1232.9636,367.2862
2047,-1232.9666,367.28714
2047.5,-1232.9486,367.28784
2048,-1232.9586,367.28867
2048.5,-1232.9828,367.2897
2049,-1232.9863,367.29065
2049.5,-1232.9489,367.29153
2050,-1232.9352,367.29272
2050.5,-1232.9463,367.2936
2051,-1232.9402,367.29474
2051.5,-1232.9553,367.29538
2052,-1232.9662,367.2963
2052.5,-1232.9216,367.2972
2053,-1232.9177,367.29816
2053.5,-1232.9346,367.2993
2054,-1232.9417,367.30026
2054.5,-1232.9049,367.30096
2055,-1232.9044,367.30188
2055.5,-1232.9293,367.30292
2056,-1232.9346,367.3039
2056.5,-1232.9178,367.3048
2057,-1232.9344,367.30554
2057.5,-1232.9431,367.30667
2058,-1232.9438,367.30765
2058.5,-1232.9313,367.30856
2059,-1232.9485,367.30963
2059.5,-1232.9777,367.31073
2060,-1232.9984,367.31177
2060.5,-1233.002,367.3127
2061,-1232.9913,367.3137
2061.5,-1232.977,367.3147
2062,-1232.9727,367.31577
2062.5,-1232.9873,367.31677
2063,-1232.9847,367.31757
2063.5,-1232.9747,367.31848
2064,-1232.9979,367.31955
2064.5,-1233.0051,367.32056
2065,-1232.9939,367.32132
2065.5,-1232.9675,367.32233
2066,-1232.968,367.32327
2066.5,-1232.9795,367.32428
2067,-1232.9993,367.32516
2067.5,-1232.9922,367.32635
2068,-1232.9518,367.32703
2068.5,-1232.9849,367.32812
2069,-1232.9718,367.32886
2069.5,-1232.981,367.32974
2070,-1232.9839,367.33044
2070.5,-1232.9918,367.33136
2071,-1233.022,367.33212
2071.5,-1232.981,367.33267
2072,-1232.9595,367.3333
2072.5,-1232.9711,367.33414
2073,-1232.9459,367.335
2073.5,-1232.9366,367.336
2074,-1232.9523,367.3371
2074.5,-1232.9373,367.3379
2075,-1232.9417,367.3388
2075.5,-1232.9586,367.3399
2076,-1232.9233,367.34076
2076.5,-1232.8849,367.3417
2077,-1232.8805,367.34262
2077.5,-1232.8604,367.3435
2078,-1232.8577,367.34442
2078.5,-1232.859,367.34537
2079,-1232.8524,367.34634
2079.5,-1232.872,367.3472
2080,-1232.8706,367.34818
2080.5,-1232.8646,367.3492
2081,-1232.8525,367.35025
2081.5,-1232.8575,367.3513
2082,-1232.8701,367.3524
2082.5,-1232.887,367.35327
2083,-1232.8964,367.35416
2083.5,-1232.9254,367.3552
2084,-1232.92,367.3562
2084.5,-1232.9305,367.3571
2085,-1232.9755,367.35837
2085.5,-1232.958,367.35928
2086,-1232.9706,367.3602
2086.5,-1232.9705,367.36108
2087,-1232.9385,367.362
2087.5,-1232.9519,367.363
2088,-1233.0052,367.36423
2088.5,-1233.002,367.365
2089,-1232.976,367.36566
2089.5,-1233.007,367.36658
2090,-1233.024,367.36746
2090.5,-1233.0184,367.36835
2091,-1233.0104,367.36926
2091.5,-1232.9791,367.37
2092,-1232.9741,367.37085
2092.5,-1232.949,367.37167
2093,-1232.9469,367.37256
2093.5,-1232.9342,367.3735
2094,-1232.9465,367.37466
2094.5,-1233.0088,367.3761
2095,-1232.9905,367.3769
2095.5,-1232.9867,367.37784
2096,-1232.9882,367.37875
2096.5,-1232.9869,367.38025
2097,-1232.9911,367.38092
2097.5,-1233.0358,367.38202
2098,-1233.0603,367.38303
2098.5,-1233.0687,367.38403
2099,-1233.0789,367.38495
2099.5,-1233.0933,367.38602
2100,-1233.0876,367.38687
2100.5,-1233.0835,367.38797
2101,-1233.0852,367.38895
2101.5,-1233.0868,367.3899
2102,-1233.1208,367.39087
2102.5,-1233.117,367.39188
2103,-1233.1156,367.39276
2103.5,-1233.104,367.3936
2104,-1233.1069,367.3947
2104.5,-1233.1,367.39572
2105,-1233.0985,367.39655
2105.5,-1233.0885,367.39743
2106,-1233.1166,367.3986
2106.5,-1233.1277,367.3996
2107,-1233.0913,367.4002
2107.5,-1233.0718,367.40088
2108,-1233.0665,367.40186
2108.5,-1233.0266,367.40298
2109,-1233.0333,367.40405
2109.5,-1233.0337,367.4049
2110,-1233.0878,367.40594
2110.5,-1233.0099,367.40668
2111,-1233.0068,367.40762
2111.5,-1233.0223,367.40863
2112,-1233.0338,367.40964
2112.5,-1233.059,367.4109
2113,-1233.0448,367.4118
2113.5,-1233.0314,367.4126
2114,-1233.0063,367.41345
2114.5,-1233.0452,367.41464
2115,-1233.0715,367.41577
2115.5,-1233.0739,367.41672
2116,-1233.0804,367.4177
2116.5,-1233.0842,367.41885
2117,-1233.1006,367.41983
2117.5,-1233.1034,367.42078
2118,-1233.0989,367.42206
2118.5,-1233.0946,367.42297
2119,-1233.1007,367.42377
2119.5,-1233.1139,367.42474
2120,-1233.1324,367.42566
2120.5,-1233.1394,367.42657
2121,-1233.1083,367.42734
2121.5,-1233.0544,367.4279
2122,-1233.0443,367.42877
2122.5,-1233.0734,367.4298
2123,-1233.0526,367.4305
2123.5,-1233.0651,367.43155
2124,-1233.076,367.43225
2124.5,-1233.0787,367.433
2125,-1233.084,367.43378
2125.5,-1233.079,367.43445
2126,-1233.0651,367.43533
2126.5,-1233.0493,367.43634
2127,-1233.0701,367.43744
2127.5,-1233.0581,367.4382
2128,-1233.0574,367.43918
2128.5,-1233.0745,367.44025
2129,-1233.0693,367.4411
2129.5,-1233.0667,367.442
2130,-1233.0549,367.443
2130.5,-1233.0118,367.4438
2131,-1232.9838,367.4446
2131.5,-1232.9822,367.44556
2132,-1232.9722,367.44656
2132.5,-1232.9895,367.44763
2133,-1232.99,367.44864
2133.5,-1232.998,367.44968
2134,-1232.99,367.4507
2134.5,-1232.9982,367.45163
2135,-1233.0361,367.45282
2135.5,-1232.9797,367.4536
2136,-1232.9784,367.45456
2136.5,-1232.9927,367.45544
2137,-1233.0156,367.45645
2137.5,-1233.0574,367.45755
2138,-1233.0798,367.45868
2138.5,-1233.0704,367.45966
2139,-1233.106,367.46066
2139.5,-1233.104,367.46152
2140,-1233.104,367.46243
2140.5,-1233.1088,367.46353
2141,-1233.0924,367.4646
2141.5,-1233.0947,367.46558
2142,-1233.0988,367.46652
2142.5,-1233.1003,367.46747
2143,-1233.1295,367.46854
2143.5,-1233.1588,367.46954
2144,-1233.1652,367.47046
2144.5,-1233.1578,367.47128
2145,-1233.1301,367.47208
2145.5,-1233.1107,367.4727
2146,-1233.1274,367.47354
2146.5,-1233.15,367.47455
2147,-1233.1339,367.47562
2147.5,-1233.084,367.47617
2148,-1233.0593,367.477
2148.5,-1233.0767,367.47815
2149,-1233.0913,367.47928
2149.5,-1233.0974,367.48016
2150,-1233.0996,367.48105
2150.5,-1233.1234,367.48215
2151,-1233.1536,367.48306
2151.5,-1233.1707,367.48392
2152,-1233.1849,367.4856
2152.5,-1233.1766,367.4866
2153,-1233.168,367.48743
2153.5,-1233.1677,367.48834
2154,-1233.1731,367.48923
2154.5,-1233.1904,367.4903
2155,-1233.2119,367.4914
2155.5,-1233.2566,367.4924
2156,-1233.2805,367.4934
2156.5,-1233.3029,367.49448
2157,-1233.3113,367.4954
2157.5,-1233.2535,367.49628
2158,-1233.2375,367.49722
2158.5,-1233.225,367.49826
2159,-1233.2339,367.4993
2159.5,-1233.2241,367.50018
2160,-1233.2139,367.50098
2160.5,-1233.2151,367.50192
2161,-1233.2166,367.50287
2161.5,-1233.208,367.5037
2162,-1233.2081,367.50482
2162.5,-1233.175,367.50552
2163,-1233.1313,367.5064
2163.5,-1233.1237,367.5072
2164,-1233.1316,367.50818
2164.5,-1233.1333,367.50912
2165,-1233.1349,367.51007
2165.5,-1233.1421,367.51132
2166,-1233.1532,367.51236
2166.5,-1233.1348,367.51324
2167,-1233.128,367.51425
2167.5,-1233.1412,367.51538
2168,-1233.1403,367.5163
2168.5,-1233.1348,367.51715
2169,-1233.156,367.51825
2169.5,-1233.2115,367.5194
2170,-1233.1768,367.52032
2170.5,-1233.1692,367.52133
2171,-1233.1553,367.52237
2171.5,-1233.1854,367.52353
2172,-1233.2319,367.52478
2172.5,-1233.2493,367.52588
2173,-1233.2504,367.52667
2173.5,-1233.2638,367.52753
2174,-1233.2576,367.52835
2174.5,-1233.2239,367.52902
2175,-1233.2075,367.52988
2175.5,-1233.1982,367.53073
2176,-1233.194,367.53165
2176.5,-1233.1633,367.53223
2177,-1233.1603,367.53287
2177.5,-1233.1914,367.53354
2178,-1233.151,367.5342
2178.5,-1233.1003,367.53497
2179,-1233.1154,367.53604
2179.5,-1233.1255,367.53705
2180,-1233.1665,367.53815
2180.5,-1233.171,367.539
2181,-1233.1688,367.53992
2181.5,-1233.1703,367.5409
2182,-1233.1965,367.5421
2182.5,-1233.1965,367.54285
2183,-1233.1864,367.54385
2183.5,-1233.1509,367.54477
2184,-1233.1505,367.54575
2184.5,-1233.1494,367.5466
2185,-1233.1422,367.5475
2185.5,-1233.1436,367.54843
2186,-1233.1375,367.54938
2186.5,-1233.1115,367.5503
2187,-1233.0941,367.55136
2187.5,-1233.1135,367.55264
2188,-1233.1215,367.55353
2188.5,-1233.1289,367.5545
2189,-1233.1517,367.55554
2189.5,-1233.1573,367.55652
2190,-1233.144,367.5575
2190.5,-1233.1244,367.55835
2191,-1233.157,367.5595
2191.5,-1233.1632,367.56058
2192,-1233.199,367.5617
2192.5,-1233.2297,367.56287
2193,-1233.2343,367.56363
2193.5,-1233.2247,367.5646
2194,-1233.2252,367.56558
2194.5,-1233.2218,367.5665
2195,-1233.205,367.56738
2195.5,-1233.2076,367.56836
2196,-1233.2501,367.56946
2196.5,-1233.2566,367.57043
2197,-1233.2584,367.57138
2197.5,-1233.2394,367.57236
2198,-1233.2222,367.57327
2198.5,-1233.231,367.5742
2199,-1233.2706,367.57523
2199.5,-1233.2926,367.57632
2200,-1233.2903,367.5774
2200.5,-1233.2936,367.57852
2201,-1233.2755,367.57935
2201.5,-1233.2356,367.5798
2202,-1233.279,367.58066
2202.5,-1233.2437,367.58115
2203,-1233.2261,367.5822
2203.5,-1233.2255,367.58316
2204,-1233.227,367.58414
2204.5,-1233.2496,367.5852
2205,-1233.261,367.58624
2205.5,-1233.2567,367.5871
2206,-1233.2723,367.58798
2206.5,-1233.284,367.5889
2207,-1233.2877,367.58984
2207.5,-1233.2966,367.5908
2208,-1233.3348,367.5925
2208.5,-1233.35,367.59363
2209,-1233.3696,367.59436
2209.5,-1233.3829,367.5953
2210,-1233.4078,367.5965
2210.5,-1233.4055,367.59753
2211,-1233.3894,367.59854
2211.5,-1233.3752,367.5996
2212,-1233.4052,367.60074
2212.5,-1233.3674,367.60147
2213,-1233.352,367.60208
2213.5,-1233.3423,367.60306
2214,-1233.3379,367.60394
2214.5,-1233.3438,367.60498
2215,-1233.3455,367.60593
2215.5,-1233.3062,367.6069
2216,-1233.2954,367.6079
2216.5,-1233.3004,367.60886
2217,-1233.2736,367.60953
2217.5,-1233.297,367.61057
2218,-1233.2996,367.61154
2218.5,-1233.3069,367.6128
2219,-1233.3112,367.61383
2219.5,-1233.2821,367.61453
2220,-1233.2516,367.61536
2220.5,-1233.252,367.61633
2221,-1233.2523,367.61716
2221.5,-1233.2621,367.6181
2222,-1233.2745,367.6193
2222.5,-1233.315,367.6205
2223,-1233.2621,367.62146
2223.5,-1233.2157,367.62244
2224,-1233.2211,367.62347
2224.5,-1233.2714,367.6247
2225,-1233.3148,367.62582
2225.5,-1233.3105,367.6267
2226,-1233.3148,367.62753
2226.5,-1233.3014,367.62836
2227,-1233.317,367.6294
2227.5,-1233.3201,367.63037
2228,-1233.3357,367.63132
2228.5,-1233.3291,367.6321
2229,-1233.3472,367.633
2229.5,-1233.3674,367.63376
2230,-1233.3588,367.63443
2230.5,-1233.3,367.63495
2231,-1233.2507,367.63583
2231.5,-1233.2692,367.63693
2232,-1233.226,367.63763
2232.5,-1233.2172,367.63834
2233,-1233.2344,367.63928
2233.5,-1233.2659,367.64014
2234,-1233.2632,367.6411
2234.5,-1233.2853,367.6423
2235,-1233.2915,367.64337
2235.5,-1233.2653,367.64426
2236,-1233.2894,367.64517
2236.5,-1233.2943,367.64612
2237,-1233.296,367.6471
2237.5,-1233.2577,367.64792
2238,-1233.2496,367.64883
2238.5,-1233.256,367.64987
2239,-1233.272,367.65085
2239.5,-1233.2638,367.65173
2240,-1233.2482,367.65286
2240.5,-1233.2563,367.654
2241,-1233.2705,367.65494
2241.5,-1233.2725,367.65588
2242,-1233.2742,367.65686
2242.5,-1233.2758,367.6578
2243,-1233.2522,367.6589
2243.5,-1233.3004,367.6601
2244,-1233.3497,367.6612
2244.5,-1233.3333,367.66223
2245,-1233.3447,367.66336
2245.5,-1233.3217,367.66425
2246,-1233.3309,367.6651
2246.5,-1233.3328,367.66608
2247,-1233.3453,367.66718
2247.5,-1233.345,367.66812
2248,-1233.3291,367.66904
2248.5,-1233.3497,367.67004
2249,-1233.3802,367.6711
2249.5,-1233.3757,367.67206
2250,-1233.3772,367.67303
2250.5,-1233.3546,367.6739
2251,-1233.3547,367.67484
2251.5,-1233.3768,367.67587
2252,-1233.3862,367.67694
2252.5,-1233.3911,367.67795
2253,-1233.3805,367.67896
2253.5,-1233.364,367.68002
2254,-1233.3792,367.6811
2254.5,-1233.4298,367.68225
2255,-1233.4341,367.68317
2255.5,-1233.4508,367.6842
2256,-1233.4375,367.68494
2256.5,-1233.4657,367.68625
2257,-1233.4663,367.6872
2257.5,-1233.4021,367.68738
2258,-1233.4099,367.68805
2258.5,-1233.3835,367.6888
2259,-1233.368,367.68973
2259.5,-1233.3663,367.69067
2260,-1233.3678,367.69162
2260.5,-1233.4083,367.6926
2261,-1233.4565,367.6936
2261.5,-1233.4838,367.69458
2262,-1233.5006,367.69565
